feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,label
0.3267299348347149,0.9132427819679871,0.04008266196064514,0.6910310391841052,0.39189857889550017,0.3773576745634003,0.6518767732847808,0.8504647532438292,0.724412245320069,0.6701112682450215,0.49620245004139674,0.46917846391329987,0.4607152754868763,0.14544746328463176,0.5595029883719552,0.31546427807001054,0.6182278962253457,0.5343352476243938,0.9399241953614144,0.4349301320567234,0.6643972080126179,0.592802558689901,0.6843947579040913,0.26697485877284854,0.2572489444186017,0.5596779562290756,0.8490615813633513,0.7200086836966931,0.48893469968210246,0.2550944331986341,0.7593472261010208,0.9262461976126728,0.21302032098487234,0.7990937212127304,0.17244552848224504,0.9007829782767571,0.6420498938858061,0.18101000426171499,0.03625952879694627,0.6946162936184067,0.6061018240528465,0.6113178165067392,0.4822619189796783,Attack
0.6144431434087466,0.8732230924888402,0.9520015815873328,0.3445079567646516,0.48787196814833733,0.2730278767283446,0.41158534928030976,0.7958885541380134,0.42498913841500074,0.39164041252783355,0.8501111039511701,0.0012723616947949434,0.8521880762556571,0.18140796607857912,0.27451197504263425,0.36160906853429176,0.8806522308535101,0.9086815408438214,0.6611785572983386,0.43944286456261283,0.5161278103248965,0.5804016092280032,0.9539908045434351,0.9691672001558919,0.8473329279468584,0.5837287066688582,0.39073447424494145,0.230279916685876,0.5344558603387405,0.3456308929806182,0.07274449764112145,0.4762207583847561,0.5710861833102606,0.6113151439732911,0.073813880977052,0.48311018215620016,0.655913050249275,0.9610640697581181,0.02504580848846072,0.6762823014464379,0.06233741000264459,0.15884348722397534,0.17330797166973888,Attack
0.3288724369550854,0.8312990345058597,0.8562372549386442,0.37495191265119165,0.43130282725174185,0.21703071210647085,0.4325137910573118,0.2748344323517806,0.17488264524401242,0.15846806957417792,0.7756471513849146,0.11694639054891898,0.6160344716189553,0.16748201330053758,0.8378394191050323,0.27446706813679367,0.04489348352419931,0.45207315865391295,0.9997971128119623,0.8131371022768445,0.5702624925532435,0.18943880846842087,0.117505037668585,0.8385505394349294,0.7877074054259167,0.4621885651704658,0.4214096868121544,0.7486727892752474,0.5360376491716871,0.40416925168776907,0.2517208560478261,0.12256350490508461,0.594793471672893,0.8260488477124824,0.7461831125691109,0.6963184524661629,0.9288521091834304,0.3945167426762749,0.13721756713666433,0.101949103177291,0.9550120761488852,0.5889642158457398,0.8107932416018524,Normal
0.535559854175416,0.398494396485491,0.20026965086698434,0.856408344943118,0.06351523729229747,0.9002328725887059,0.20501277887948854,0.009531045923136694,0.10389711512903321,0.8835087122482668,0.07370717719159192,0.35524058674460635,0.2503165710072536,0.03685465208499017,0.531466853959481,0.9983329122213577,0.8530074800795212,0.16889262189216891,0.884316008731641,0.45179348112181417,0.27325054671107196,0.6403058729006902,0.21669481653859501,0.8796517867203983,0.6241841920313103,0.13602188177069485,0.5706488729494684,0.5103710424092065,0.47145553085113545,0.36497592151303593,0.4742055221730602,0.5860114836597305,0.7335693162007988,0.9178755811186461,0.04438409532151255,0.5693440187580908,0.751973977703274,0.11555413336658282,0.9114977934554581,0.24498976186645272,0.8333319192094832,0.6620066651158971,0.5595465936915738,Normal
0.8692423729151905,0.9692344896756502,0.9971308659545336,0.6832810150588804,0.3391310906337279,0.874699247919733,0.6543483089809873,0.32332919840956365,0.932364634469886,0.747650397960598,0.452827803960858,0.4544905931658204,0.9959285705532426,0.373709104506431,0.09408067789640939,0.5385615201977919,0.8848540505632171,0.5845197860481635,0.7930874727337991,0.054864699256108374,0.6733947415301921,0.07919411656948816,0.5563566806997877,0.4977674357076157,0.9456044253384063,0.1324644006731912,0.00949140857979891,0.13735475365797978,0.17070614154151065,0.2509114675291503,0.8150887567925408,0.3768808345397897,0.8407575879898589,0.27193385991240526,0.8605411182168008,0.008090443048970997,0.9345354705248288,0.7460492211241815,0.4127304797661895,0.5773350192838075,0.933016774192637,0.582560318655875,0.22856852364983715,Attack
0.5728739026185466,0.8714472937396257,0.9874499784439112,0.5840832689146458,0.15564517480596263,0.7717524411548266,0.9969113439068895,0.47363594474171355,0.3837327670297389,0.552500645914976,0.16476617984682929,0.9712833845035886,0.8383346857415752,0.11299071087377177,0.9450814973291476,0.9428194575381595,0.3163547497584157,0.6191420630983665,0.11075428535604293,0.08419140040241757,0.5017945609470471,0.049678069025066884,0.8748916099766108,0.9280953808775784,0.06730641142330596,0.0472847226704195,0.22141782108432861,0.9299583589120383,0.7690146269693309,0.6764977872521845,0.7763472101371325,0.199476781904102,0.25658836292339626,0.3176286358848849,0.6050659135186692,0.6082200655812334,0.20860772712321185,0.43672717308071474,0.690019888863465,0.3096192905601367,0.07547707888481037,0.19738997908459377,0.1647356195409032,Attack
0.6319427891263428,0.06854898722288194,0.8847495753462825,0.08438713865739544,0.5979097383123252,0.9295326351690807,0.06242292870544397,0.38310487715838504,0.32794579296305293,0.34420877387265714,0.6003114654119204,0.2621030954620509,0.027322957284606764,0.9622750364419149,0.7487759857650342,0.13512759223567394,0.45515685350959534,0.06272173321234975,0.02785633139749466,0.04751173143431442,0.7557777324797097,0.4449239572671184,0.8443969152012445,0.3052151040743817,0.7753217379652473,0.07793455795010207,0.6351081576216695,0.36060191357935123,0.27672492660061265,0.8151090941506259,0.051922119605774864,0.9495314606862237,0.78554556586246,0.35560927392722486,0.9913329914545175,0.20248923911770278,0.4024140132931634,0.8848795362927627,0.9968070848025267,0.23911282134456902,0.7431134063733414,0.3057293306355545,0.766472670713606,Attack
0.12528401480024576,0.33616993377456583,0.07499958555448338,0.49189692024028775,0.7015005527537481,0.37861608832173643,0.614716925002346,0.5690867622524317,0.29459651741737003,0.48677818790098815,0.06901904299915729,0.4599132797760336,0.4581894943125421,0.02871791085741615,0.513873248116503,0.7376936659569188,0.4522521748365933,0.6460255213749485,0.5324209686685818,0.7851787746373422,0.514455265255737,0.3316090141068949,0.8275687695768456,0.06762141468662097,0.28945624587508356,0.5914844315630368,0.8560265169472642,0.07214183719663336,0.09605293274020732,0.2823850212595319,0.3445719541957857,0.8435382452748685,0.9589032171746619,0.01722868778586395,0.01535611137533055,0.8648103288756872,0.1356169732676782,0.33933616126335575,0.27521352736545013,0.2818682161098506,0.328591898150581,0.33604618401403075,0.6201558393885646,Attack
0.6287841089150424,0.5228919967181036,0.8585415758115081,0.8456718463817281,0.21721740072551055,0.54363955752049,0.7838370915413031,0.8668743367569005,0.25518577307306356,0.4941001493974684,0.5250272835056582,0.6996383182198953,0.330259236999504,0.2934517992916946,0.705597485701357,0.399335483601973,0.0040239474901532235,0.937846579004087,0.14964549570630803,0.1486341159556953,0.818365801537962,0.335502830981675,0.32817530661826433,0.6223954073802911,0.059038652941375114,0.23696172576521768,0.053271163413243006,0.2915096617251026,0.8699301584794589,0.9093325444319809,0.3094366947290019,0.18758669629014457,0.13527598822537534,0.3944191208134017,0.8264062847802324,0.8526634336275619,0.045927984152292156,0.20922885626847765,0.20317025518143328,0.8284301800160807,0.456292315878398,0.3683952319555742,0.9566058910713829,Normal
0.9253572974466643,0.4401066867242871,0.1283318260029005,0.17100348680652788,0.11208391725979316,0.6805038836929093,0.5546870883953902,0.5566444773987268,0.09837785474676242,0.7932749560483572,0.5355728923983802,0.09096919633550105,0.7471307905046627,0.981298104642211,0.4411805111762418,0.11565462238615332,0.10139915464710769,0.025879528803503304,0.7703981464532869,0.6940009971671919,0.5842392897883149,0.7656293233752828,0.9992976684291833,0.40184793753928316,0.7058102251318633,0.37716160528682297,0.3520578858331207,0.8509200969045437,0.5747631414847063,0.12061327315892001,0.403515997917005,0.7965543195275148,0.9399981190552432,0.6144281287220696,0.39421370937528444,0.2519823915951652,0.42202369814002316,0.5656544778032216,0.0044167362898773765,0.26867782140762564,0.6715159398520695,0.6732296215587162,0.653006722134765,Normal
0.9499423597382665,0.5685456603011939,0.2697280507818587,0.8116126929887085,0.3893773431033768,0.23929052826897834,0.556749024418776,0.2890344310916896,0.3961600381129555,0.6931575583743703,0.9959481165917379,0.6447315938227881,0.2764799035560237,0.09046554050257127,0.36196763177081326,0.019310685553388662,0.4647547351933574,0.6599837671255581,0.5117959764625107,0.8652823020836145,0.4940500868803226,0.4623800607161175,0.30967718013612355,0.8376137039750985,0.9035986711203712,0.9779187363071488,0.9812089960939601,0.9804236260839613,0.7119589144237278,0.5626529021302534,0.17234446381666435,0.7670631790430608,0.7348801466974445,0.8424021577026167,0.4624510754956477,0.8924214582303691,0.718674344914115,0.17112533774880534,0.2069035169296971,0.8142655210353151,0.42569340856046944,0.2490129466439488,0.42257650070217934,Attack
0.16137773368411068,0.8917366795595415,0.07153941547519871,0.35324151522683733,0.5569287593059883,0.8736456258451214,0.7815488889399258,0.02242358404682543,0.8252481427293415,0.6381200658802416,0.1333483983177921,0.6174775593835032,0.817894217387527,0.6021118706837605,0.9991467456358719,0.5070034216336309,0.6731310799790988,0.07037351298287109,0.8131981726870983,0.6241030237307992,0.561242804020921,0.7088087109763197,0.5605097618211887,0.7664514151531285,0.5835155934724789,0.5200538328145387,0.13501948472168712,0.47183076421325076,0.5382346617357625,0.62457379843978,0.4558921633363354,0.146643441145776,0.15036262094900665,0.7209877495247443,0.6614472488754823,0.2594993214916389,0.4458575945775174,0.30695768250750355,0.1810228566124359,0.32616357824831776,0.2626890675262227,0.08242762007591176,0.5044865726723269,Normal
